Text,IsEthotic,SentimentPolarity
Will my right hon. and learned Friend consider whether there could be an alternative to United Nations resolution 435 by bringing together all political parties in Namibia  and SWAPO  to agree on a constitution and a formula for holding elections?,0,0
Where I may differ from the hon. Gentleman and from some people in the Community is that I do not think of that exclusively in terms of institutions.,0,0
Last week we made it clear that local authority tenants in Scotland would for the first time receive security of tenure.,0,0
I shall draw the attention of the region and the area to her remarks.,0,0
As I made clear in 1982 when I was Secretary of State for Energy  the purpose of the special share in Britoil is to ensure that control over the company does not fall into unacceptable hands.,0,0
To ask the Secretary of State for Foreign and Commonwealth Affairs if he has received any recent representations about human rights abuses in Commonwealth member states; and whether he plans to raise the question of human rights at the forthcoming Commonwealth conference in Malaysia.,0,0
I welcome the efforts of the Select Committee in persuading the Commission to make sure that every member state implements the rules properly.,0,0
Will my right hon. Friend look again at the Government's policy to determine whether a fresh approach should be made to Dublin with a view to tightening up cross border security?,0,0
As recently as 28 May the Chief Minister called for further negotiation.,0,0
That could not be done without a thorough review of all the options  which we are now carrying out.,0,0
Does my right hon. Friend accept that some on the Government side will give a cautious welcome to the news that Dr. DaniÌÄ®ÕåÇl Craven and the ANC have come to some arrangements over the future of international rugby?,0,0
Those killings were due in part to all the loose talk about the demise of the IRA.,0,0
Will my right hon. Friend explain to those in receipt of the earnings related supplement that owing to the sharp increase in social security benefits generally it is right that top priority should be given to fulfilling the Government's commitment to those on retirement pension  to the elderly  to the disabled and to other groups that are in the greatest need?,0,0
I shall have to reflect on my hon. Friend's recommendations.,0,0
